year,genre,country
1930,"Animation, Comedy, Music",United States
1930,"Drama, Romance",United States
1930,"Romance, Comedy, Drama",United States
1930,"Drama, Romance",United States
1930,"Action, Adventure, Romance",United States
1930,"Comedy, Romance",United States
1930,"Comedy, Drama",United States
1930,"Comedy, Musical, Romance",United States
1930,"Comedy, Musical, Romance",United States
1930,"Action, Adventure, Drama",United States
1930,Drama,United States
1931,"Action, Crime, Drama",United States
1930,"Comedy, Romance",United States
1930,"Drama, Music, Romance",United States
1930,"Action, Crime, Drama",United States
1930,"Musical, Romance",United States
1930,"Comedy, Musical, Romance",United States
1930,"Comedy, Romance",United States
1930,"Comedy, Drama, Musical",United States
1930,"Comedy, Music, Romance",United States
1930,"Romance, Drama",United States
1931,"Mystery, Thriller","Germany, United Kingdom"
1930,Comedy,United States
1930,"Comedy, Music, Romance",United States
1930,"Comedy, Romance",United States
1930,"Action, Drama",United States
1930,"Comedy, Drama",United States
1930,"Adventure, Drama",United States
1930,"Comedy, Drama, Musical",United States
1930,"Comedy, Musical, Romance",United States
1930,"Drama, Romance",United States
1930,"Crime, Mystery, Thriller",United Kingdom
1930,"Drama, Musical, Romance",United States
1930,"Comedy, Romance",United States
1930,"Drama, Romance",United States
1930,"Drama, Romance",United States
1930,Drama,United States
1930,"Comedy, Romance",United States
1930,"Drama, Music, Romance",United States
1930,"Crime, Drama, Romance",United States
1930,"Drama, Fantasy",United States
1930,"Drama, Film-Noir",United States
1930,"Comedy, Music",United States
1930,"Crime, Drama, Romance",United States
1930,Drama,United States
1930,Drama,France
1930,"Comedy, Drama, Music",United States
1930,Comedy,Russia
1930,Drama,France
1930,"Music, Romance",United States
1931,"Comedy, Musical, Romance",United States
1930,"Adventure, Crime, Drama",United States
1930,"Comedy, Drama, Romance",United States
1930,"Comedy, Drama",Japan
1930,"Comedy, Romance",United States
1930,Drama,United States
1930,"Adventure, Comedy, Crime",United States
1930,"Action, Adventure, Romance",United States
1930,"Adventure, Mystery, Romance",United States
1930,"Drama, Romance, Western",United States
1930,Drama,United States
1930,"Musical, Romance",United States
1937,"Animation, Adventure, Comedy",France
1930,"Drama, Romance",United States
1930,Comedy,United States
1930,"Crime, Drama, Romance",United States
1930,Fantasy,France
1930,"Drama, Romance",United States
1930,"Action, Romance, Thriller",United States
1930,"Action, Crime, Drama",United States
1930,"Comedy, Musical, Drama",United States
1930,"Drama, Romance",United States
1931,Drama,United States
1930,"Comedy, Romance",United States
1930,"Adventure, Crime, Romance",United States
1930,"Drama, Romance",United States
1929,"Comedy, Musical",United States
1930,"Drama, Romance",United States
1930,"Drama, Music, Romance",United States
1930,"Crime, Drama",Japan
1930,"Comedy, Musical, Romance",United States
1930,"Comedy, Drama, Musical",France
1930,"Comedy, Musical, Romance",United States
1930,"Crime, Drama, Romance",United States
1930,Musical,United States
1930,"Musical, Romance",United States
1930,"Adventure, Romance, Western",United States
1930,"Musical, Drama",United States
1930,Drama,United States
1930,"Adventure, Comedy, Drama",United States
1930,Drama,"Czech Republic, Germany"
1930,"Comedy, Musical, Romance",United States
1930,"Action, Comedy, Romance",United States
1930,"Drama, Romance",United States
1930,"Crime, Drama, Romance",United States
1930,"Comedy, Crime, Drama",United States
1930,"Musical, Romance",United States
1930,"Drama, Romance, War",United States
1930,"Drama, Romance, War",United States
1930,"Action, Comedy, Music",United States
1930,"Romance, Drama",United States
1930,"Drama, Romance, War",Germany
1930,"Comedy, Musical, Romance",United States
1930,Comedy,United States
1930,"Crime, Drama, Romance",United States
1930,"Comedy, Musical, Romance",United States
1930,Drama,Russia
1930,"Comedy, Drama",France
1931,Drama,United States
1931,"Drama, Fantasy",India
1931,"Biography, Drama, History",United States
1931,Fantasy,United States
1931,Comedy,United States
1931,"Crime, Drama, Romance",United States
1931,Drama,United States
1931,Drama,United States
1931,"Comedy, Drama, Romance",United States
1931,"Comedy, Drama, Romance",United States
1931,"Drama, Romance",United States
1931,Drama,United States
1932,"Comedy, Romance",United States
1931,"Drama, Romance",United States
1931,"Drama, War","Germany, France"
1931,"Crime, Drama",Germany
1931,Romance,United States
1931,"Crime, Drama, Romance",United States
1931,"Crime, Mystery, Thriller",United States
1931,"Comedy, Crime, Drama",United States
1931,"Comedy, Drama, Musical",Germany
1931,"Drama, Romance, War",United States
1931,Comedy,United States
1931,Comedy,United States
1931,Comedy,United States
1931,"Comedy, Musical",United States
1931,"Drama, Sport",United States
1931,"Drama, Romance, War",United States
1931,Mystery,United States
1931,Drama,United States
1931,"Crime, Drama",France
1931,"Crime, Drama",United States
1931,"Drama, Western",United States
1931,"Comedy, Drama, Romance",United States
1931,"Crime, Drama, Film-Noir",United States
1932,"Crime, Drama",France
1931,"Romance, Drama",United States
1931,"Comedy, Fantasy, Romance",United States
1931,Drama,United States
1931,"Adventure, Crime, Romance",United States
1931,"Comedy, Musical, Romance",United States
1930,"Crime, Drama, Romance",United States
1931,"Musical, Romance",United States
1931,"Comedy, Romance",United States
1931,"Crime, Drama, Romance",United States
1931,"Comedy, Romance",United States
1931,"Crime, Drama",United States
1931,Drama,United States
1931,"Comedy, Musical, Romance",United States
1931,"Comedy, Drama, Romance",United States
1931,Adventure,United States
1931,"Comedy, Romance",United States
1931,"Drama, Fantasy, Horror",United States
1931,"Drama, Fantasy, Horror",United States
1931,"Comedy, Drama, Musical",Germany
1931,"Crime, Drama, Horror",United States
1931,"Drama, Romance",United States
1931,"Drama, Romance",United States
1931,Adventure,United States
1932,Comedy,United States
1931,"Adventure, Family, Drama",Germany
1931,"Comedy, Romance",United States
1931,Drama,United States
1931,"Crime, Drama, Romance",United States
1931,"Comedy, Musical, Romance",United States
1931,"Romance, Western",United States
1931,Sci-Fi,France
1931,"Crime, Drama",United States
1931,"Crime, Drama",United States
1931,"Drama, Romance",United States
1931,"Comedy, Musical, Romance",United States
1931,"Drama, Horror, Romance",United States
1931,"Crime, Drama, Romance",United States
1931,"Drama, Romance, War",United States
1931,"Comedy, Crime, Drama",United States
1931,"Action, Adventure, Crime",United States
1931,Drama,United States
1931,"Crime, Drama",United States
1931,Comedy,United States
1931,"Comedy, Romance",United States
1932,"Comedy, Drama",United States
1931,"Drama, Romance",United States
1931,"Drama, Western",United States
1931,"Comedy, Drama",United States
1931,"Crime, Drama, Romance",United States
1931,"Drama, Crime",United States
1931,"Comedy, Musical, Romance",United States
1931,"Drama, Romance",United States
1931,"Action, Adventure, Western",United States
1931,"Drama, Romance",United States
1931,"Comedy, Musical, Romance",United States
1931,Drama,United States
1931,Comedy,Hungary
1931,"Comedy, Romance",United States
1931,"Drama, Romance",United States
1931,"Drama, Romance",United States
1931,"Comedy, Drama, Musical",United States
1931,"Drama, Romance",United States
1931,Drama,United States
1931,Drama,"Germany, France"
1931,"Drama, Romance",United States
1931,Musical,United States
1931,"Musical, Romance",United States
1931,"Comedy, History, Musical",Germany
1931,"Crime, Drama, Romance",United States
1931,Drama,United States
1931,"Drama, Romance",United States
1931,"Comedy, Romance",Japan
1931,Drama,United States
1931,Comedy,United States
1931,"Drama, Romance",United States
1931,"Comedy, Romance, Musical",United States
1931,"Drama, Romance",Brazil
1931,"Action, Comedy, Romance",United States
1931,"Comedy, Romance",United States
1931,"Crime, Mystery, Thriller",Germany
1931,"Drama, Horror, Romance",United States
1931,"Comedy, Drama",Japan
1931,"Crime, Drama, Film-Noir",United States
1931,Comedy,United States
1931,"Drama, Romance",United States
1931,"Comedy, Musical",United States
1931,Comedy,Germany
1931,"Comedy, Drama, Romance",France
1931,"Drama, Romance",United States
1931,"Drama, Romance",United States
1938,"Action, Drama, War",United States
1931,"Drama, Romance",United States
1931,"Musical, Comedy",France
1931,"Drama, Comedy",United States
1931,"Drama, Romance",United States
1931,"Comedy, Musical",United States
1931,"Crime, Mystery",United States
1931,"Horror, Mystery",United States
1931,"Drama, Romance",United States
1931,Drama,United States
1931,"Comedy, Drama, War",United States
1931,"Drama, Romance",Germany
1931,Drama,Germany
1930,"Comedy, Drama, Romance",United States
1931,Drama,United States
1931,"Comedy, Crime, Romance",United States
1931,"Drama, War",Germany
1931,"Comedy, Crime, Drama",United States
1931,"Action, Drama",Japan
1931,Drama,Russia
1931,Comedy,France
1931,"Comedy, Crime, Musical","Germany, United States"
1931,"Drama, Romance",United States
1931,Western,United States
1931,"Comedy, Musical, Romance",United States
1931,"Comedy, Crime, Drama",United States
1931,Comedy,United States
1931,"Comedy, Musical, Romance",United States
1931,"Drama, Comedy",United States
1931,"Drama, Thriller",United States
1931,"Horror, Thriller",United States
1931,"Comedy, Romance",United States
1931,"Comedy, Romance",United States
1931,Comedy,United States
1931,"Drama, Romance",United States
1931,"Comedy, Drama, Romance",United States
1931,"Crime, Drama, Mystery",United States
1931,"Crime, Drama",United States
1931,Drama,Russia
1931,"Crime, Drama",United States
1931,"Action, Mystery, Romance",United States
1931,Drama,United States
1931,"Drama, Romance",United States
1931,"Comedy, Drama",United States
1932,"Drama, Romance",United States
1931,"Drama, Romance",United States
1931,"Drama, Romance",United States
1931,Comedy,United States
1931,"Crime, Drama, Romance",United States
1931,"Crime, Drama",United States
1932,Drama,Mexico
1931,"Action, Drama, War",United States
1931,"Crime, Drama",United States
1931,Drama,United States
1931,"Crime, Mystery",United Kingdom
1931,"Comedy, Musical",United States
1931,"Comedy, Crime",United States
1931,Drama,United States
1931,"Comedy, Musical",United States
1931,Drama,United Kingdom
1931,"Comedy, Drama, Family",United States
1931,"Crime, Drama",United States
1931,"Comedy, Drama, Romance",United States
1930,"Comedy, Drama, Romance",United States
1931,"Drama, Romance",United States
1931,"Crime, Drama, Mystery",United Kingdom
1931,"Drama, Romance, Sport",United States
1931,Western,United States
1931,Drama,United States
1931,"Comedy, Romance",United States
1931,"Drama, Romance",United States
1931,"Drama, Romance",United States
1931,"Drama, Romance",United States
1931,"Comedy, Drama, Romance",United States
1931,Drama,United States
1930,"Adventure, Drama",Germany
1931,"Drama, Romance",United States
1931,"Drama, Horror, Romance",United States
1931,"Drama, Romance, Adventure",United States
1931,"Drama, Romance",United States
1931,"Crime, Drama, Romance",United States
1931,"Comedy, Drama, Romance",United States
1931,Drama,United States
1931,"Comedy, Crime",United States
1931,"Comedy, Drama",Japan
1931,"Comedy, Romance",United States
1931,"Action, Adventure, Drama",United States
1931,"Comedy, Drama",United States
1931,Drama,United States
1931,"Drama, Romance",United States
1931,"Crime, Drama, Romance",United States
1932,Comedy,Germany
1931,"Adventure, Drama, Romance","Canada, United States"
1931,"Drama, Romance",United States
1931,"Comedy, Drama, Music",United States
1931,"Drama, Romance",United States
1931,"Adventure, Drama, War",United States
1931,"Comedy, Musical",France
1932,Drama,United States
1932,"Drama, Romance",United States
1932,"Adventure, Drama",United States
1932,Drama,United States
1932,Drama,United States
1932,"Comedy, Drama, Romance",United States
1932,Drama,United States
1932,"Crime, Mystery, Romance",United States
1932,Drama,United States
1932,"Crime, Drama",United States
1932,"Drama, Romance",United States
1932,"Crime, Drama, Film-Noir",United States
1932,"Crime, Horror, Mystery",United States
1932,"Comedy, Musical, Romance",United States
1932,"Comedy, Drama",United States
1932,Western,United States
1932,"Drama, Sport",United States
1932,Drama,United States
1932,"Adventure, Drama, Romance",United States
1932,"Drama, Fantasy, Mystery",Germany
1932,"Drama, Comedy",United States
1932,Drama,United States
1932,"Comedy, Musical, Romance",Germany
1932,"Comedy, Musical",United States
1932,Comedy,France
1932,Drama,United States
1932,Comedy,United States
1932,Mystery,United States
1932,Drama,United States
1932,Drama,United States
1932,"Adventure, Drama, Music",United States
1932,"Crime, Drama, Romance",United States
1932,"Action, Adventure, Comedy",United States
1932,Mystery,United States
1932,"Crime, Drama, Music",United States
1932,"Drama, Western",United States
1932,Drama,United States
1932,"Drama, War",France
1932,"Comedy, Mystery",United States
1932,Comedy,United States
1932,"Action, Drama, Sport",United States
1932,"Drama, Romance",United States
1932,Drama,United States
1932,Comedy,United States
1932,Drama,United States
1932,"Drama, Romance",United States
1932,"Comedy, Crime, Horror",United States
1932,"Drama, Romance",United States
1931,"Horror, Sci-Fi",United States
1932,Drama,United States
1932,"Comedy, Drama",United States
1933,"Drama, Romance","Czech Republic, Austria"
1932,Sci-Fi,Germany
1932,Drama,United States
1932,"Crime, Drama",United States
1932,"Comedy, Drama",France
1932,"Drama, Romance, War",United States
1932,"Comedy, Romance, Sport",United States
1932,"Crime, Drama",United States
1932,"Comedy, Sport",United States
1932,"Drama, Romance",United States
1932,"Drama, Romance",United States
1932,"Drama, Horror",United States
